state,level,effect_year,end_year,citation_year,policy_type,policy_type_simple,citation,authority,category_nutrition_labeling,category_institutional_procurement,category_nutrition_standards,category_product_reformulation,category_educational_campaign,category_other,category_other_who,age_children,age_elderly,data_source,description,details_voluntary,details_mandatory,details_taskforce,details_studies,details_pricing,details_farmerincentives,details_suggarfat,age_toddler,age_other,veteran,org_school,org_farmers,org_groceries,org_army,org_hospital,org_restaurant,org_vendingmachine,org_public,org_other
TN,state,2008,,2008,Resolution,Law,"H.J. Res. 1007, 2008 Leg. (Tenn. 2008)",None found,0,0,0,0,0,1,1,0,0,NCSL,"Pledges to further the expansion and awareness of farmer’s markets and the contributions of farmers to daily life in the state as contributors of fruits and vegetables, among other goods, to consumers.",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TX,state,2003,,2003,Statute,Law,Tex. Educ. Code Ann. § 38.013 (Vernon 2003),N/A,0,0,0,0,0,1,1,1,0,NCSL,Recognizes that competitive foods sold outside school meal programs are high in sodium.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TX,state,2001,,1989,Statute,Law,"1. Tex. Agric. Code Ann. §§ 15.001 et seq. (Vernon 1989)
					2. Tex. Agric. Code Ann. §§ 50A.001 et seq. (Vernon 2001)",N/A,0,0,0,0,0,1,1,1,0,NCSL,"Statute establishes the Texas Food for Health Advisory Council to promote the use of research programs by fruit and vegetable growers and state and federal agencies, and increase consumption of fruits and vegetables grown in the state.  Also establishes a farm-to-school coordination task force to promote a healthy diet for schoolchildren and develop a plan to facilitate the availability of locally grown food products in public schools.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TX,state,2009,,2001,Statute,Law,"1. Tex. Agric. Code Ann. §§ 15.001 et seq. (Vernon 1989)
					2. Tex. Agric. Code Ann. §§ 50A.001 et seq. (Vernon 2001)",N/A,0,0,0,0,0,1,1,1,0,NCSL,"Statute establishes the Texas Food for Health Advisory Council to promote the use of research programs by fruit and vegetable growers and state and federal agencies, and increase consumption of fruits and vegetables grown in the state.  Also establishes a farm-to-school coordination task force to promote a healthy diet for schoolchildren and develop a plan to facilitate the availability of locally grown food products in public schools.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TX,state,2005,,2005,Statute,Law,"1. Tex. Health & Safety Code Ann. § 437.020 (Vernon 2005)
					2. 25 Tex. Admin. Code § 31.12 (2006)",Tex. Agric. Code Ann. §§ 15.001 et seq. (Vernon 1989),0,0,0,0,0,1,1,0,0,NCSL,Statute conditions distribution of produce samples at municipally owned farmers’ markets on sanitary conditions. Regulation authorizes the state health agency to issue WIC benefits for farmer’s markets through the Farmer’s Market Nutrition Program and provide information on a harvest schedule with dates fresh fruits and vegetables are expected.,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TX,state,2006,,2006,Statute,Law,"1. Tex. Health & Safety Code Ann. § 437.020 (Vernon 2005)
					2. 25 Tex. Admin. Code § 31.12 (2006)",Tex. Agric. Code Ann. §§ 15.001 et seq. (Vernon 1989),0,0,0,0,0,1,1,0,0,NCSL,Statute conditions distribution of produce samples at municipally owned farmers’ markets on sanitary conditions. Regulation authorizes the state health agency to issue WIC benefits for farmer’s markets through the Farmer’s Market Nutrition Program and provide information on a harvest schedule with dates fresh fruits and vegetables are expected.,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TX,state,2009,,2009,Statute,Law,"1. Tex. Agric. Code Ann. § 25.003 (Vernon 2009)
					2. Tex. Agric. Code Ann. § 12.0026 (Vernon 2009)
					3. Tex. Health & Safety Code Ann. § 437.020 (Vernon 2005)
					4. 25 Tex. Admin. Code § 31.12 (2006)",Tex. Agric. Code Ann. §§ 15.001 et seq. (Vernon 1989),0,0,0,0,0,1,1,1,0,NCSL,"Statute conditions grant funding to food banks serving at-risk children for the purchase of nutritious foods, including fresh fruits and vegetables. Also conditions distribution of produce samples at municipally owned farmers’ markets on sanitary conditions. Regulation authorizes the state health agency to issue WIC benefits for farmer’s markets through the Farmer’s Market Nutrition Program and provide information on a harvest schedule with dates fresh fruits and vegetables are expected.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TX,state,2009,,2009,Statute,Law,"1. Tex. Agric. Code Ann. § 25.003 (Vernon 2009)
					2. Tex. Agric. Code Ann. § 12.0026 (Vernon 2009)
					3. Tex. Health & Safety Code Ann. § 437.020 (Vernon 2005)
					4. 25 Tex. Admin. Code § 31.12 (2006)",Tex. Agric. Code Ann. §§ 15.001 et seq. (Vernon 1989),0,0,0,0,0,1,1,1,0,NCSL,"Statute conditions grant funding to food banks serving at-risk children for the purchase of nutritious foods, including fresh fruits and vegetables. Also conditions distribution of produce samples at municipally owned farmers’ markets on sanitary conditions. Regulation authorizes the state health agency to issue WIC benefits for farmer’s markets through the Farmer’s Market Nutrition Program and provide information on a harvest schedule with dates fresh fruits and vegetables are expected.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TX,state,2005,,2005,Statute,Law,"1. Tex. Agric. Code Ann. § 25.003 (Vernon 2009)
					2. Tex. Agric. Code Ann. § 12.0026 (Vernon 2009)
					3. Tex. Health & Safety Code Ann. § 437.020 (Vernon 2005)
					4. 25 Tex. Admin. Code § 31.12 (2006)",Tex. Agric. Code Ann. §§ 15.001 et seq. (Vernon 1989),0,0,0,0,0,1,1,1,0,NCSL,"Statute conditions grant funding to food banks serving at-risk children for the purchase of nutritious foods, including fresh fruits and vegetables. Also conditions distribution of produce samples at municipally owned farmers’ markets on sanitary conditions. Regulation authorizes the state health agency to issue WIC benefits for farmer’s markets through the Farmer’s Market Nutrition Program and provide information on a harvest schedule with dates fresh fruits and vegetables are expected.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TX,state,2006,,2006,Statute,Law,"1. Tex. Agric. Code Ann. § 25.003 (Vernon 2009)
					2. Tex. Agric. Code Ann. § 12.0026 (Vernon 2009)
					3. Tex. Health & Safety Code Ann. § 437.020 (Vernon 2005)
					4. 25 Tex. Admin. Code § 31.12 (2006)",Tex. Agric. Code Ann. §§ 15.001 et seq. (Vernon 1989),0,0,0,0,0,1,1,1,0,NCSL,"Statute conditions grant funding to food banks serving at-risk children for the purchase of nutritious foods, including fresh fruits and vegetables. Also conditions distribution of produce samples at municipally owned farmers’ markets on sanitary conditions. Regulation authorizes the state health agency to issue WIC benefits for farmer’s markets through the Farmer’s Market Nutrition Program and provide information on a harvest schedule with dates fresh fruits and vegetables are expected.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
UT,state,2008,,2008,Regulation,Law,Utah Admin. Code r. 277-719-4 (2008),"Utah Const., art. X, §3; Utah Code Ann. §§ 53A-1-401(3), 53A-19-201(1), 53A-1-402(1)(e) (West 2008)",0,1,0,0,0,0,0,1,0,NCSL,"Requires school districts and charter schools to adopt written policy for the sale of all foods that are not part of reimbursable lunch, breakfast, or after-school snack programs that may prohibit foods with sodium content greater than 200mg/portion, excluding 100% fruits or vegetable juice, fruits, vegetables, nonfat or low-fat milk, yogurt, or cheese.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UT,state,,,2009,Policy,Administrative Rule,"Utah Dep’t of Health, Bureau of Health Promotion, Healthy Food Policy (2009), http://health.utah.gov/hearthighway/pdfs/Healthy_Food_Policy_worksites.pdf",Utah Admin. Code r. R33-2 (2003),0,1,0,0,0,0,0,0,0,NCSL,"Requires meals, snacks, and drinks purchased with Department of Health funds to include drinks and foods low in sodium and added sugars, among other nutritional requirements.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
UT,state,2009,,2009,Statute,Law,"Utah Code Ann. §§ 10-8-44.5, 17-50-329 (2009)",N/A,1,0,0,0,0,0,0,0,0,NCSL,Preempts regulations of dissemination of nutritional information by municipalities and counties.**,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
VA,state,2010,,2010,Statute,Law,Va. Code Ann. § 22.1-207.4 (West 2010),N/A,0,1,0,0,0,0,0,1,0,NCSL,"Requires the Board of Health to promulgate regulations setting nutritional guidelines for competitive foods sold in school, including sodium.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VI,state,2010,,2010,Statute,Law,2010 V.I. Sess. Laws 7179 (2010),N/A,0,1,0,0,0,0,0,1,0,NCSL,"Limits K-12 foods sold under the control of the school district board to 360mg sodium for snacks, 450mg sodium for pre-packaged entrees, or more restrictive standards as established by the Department of Education Special Nutrition Program. Requires the program to determine whether districts are in compliance every year and report results to the Department of Education.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VT,state,2011,,2009,Policy,Administrative Rule,"Vt. Dep’t of Health and Dep’t of Educ., Nutritional Guidelines for Competitive Food and Beverage Sales in Schools (Jan. 15, 2009), http://www.leg.state.vt.us/reports/2009ExternalReports/240670.PDF","Vt. Act 203, Section 16 (June 10, 2008)",0,1,0,0,0,0,0,0,0,NCSL,"Requires report to the legislature on Act 203, s. 16 that suggests limits on sodium to 230mg in foods, excepting low-fat and fat- free dairy and vegetables with sauce or soups (less than 480mg).",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
WA,state,2009,,2009,Policy,Administrative Rule,"State of Wash. Dep’t of Corr., Nutritional Improvements Letter (Aug. 19, 2009),",Wash. Rev. Code Ann. § 72.09.040 (West 1998),0,1,0,0,0,0,0,0,0,NCSL,"Requires that metabolic diet is available to offenders seeking 2,000 calorie and reduced sodium in their diet, sodium reductions in all meals.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
WA,state,2008,,2008,Regulation,Law,"1. Wash. Admin. Code §§ 246-780-001 et seq. (2008);
					2. Wash. Admin. Code § 16-461-010 (2009)","Wash. Rev. Code Ann. § 43.70.120 (West 1989); Wash. Rev. Code Ann. § 43.70.700 (West 2008); Wash. Rev. Code Ann. §§ 15.17.030, 15.64.060 (West 1998)",0,0,0,0,0,1,1,0,0,NCSL,"Authorizes Farmer’s Market Nutrition Program to allow WIC participants to have access to locally grown fresh, nutritious, unprepared fruits and vegetables and expand the awareness and use of farmer’s markets and the Electronic Benefit Transfer system.",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
WA,state,2009,,2009,Regulation,Law,"1. Wash. Admin. Code §§ 246-780-001 et seq. (2008);
					2. Wash. Admin. Code § 16-461-010 (2009)","Wash. Rev. Code Ann. § 43.70.120 (West 1989); Wash. Rev. Code Ann. § 43.70.700 (West 2008); Wash. Rev. Code Ann. §§ 15.17.030, 15.64.060 (West 1998)",0,0,0,0,0,1,1,0,0,NCSL,"Authorizes Farmer’s Market Nutrition Program to allow WIC participants to have access to locally grown fresh, nutritious, unprepared fruits and vegetables and expand the awareness and use of farmer’s markets and the Electronic Benefit Transfer system.",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
WA,state,1965,,1965,Statute,Law,"1. Wash. Rev. Code Ann. § 15.21.070 (West 1965)
					2. Wash. Rev. Code Ann. § 15.17.213 (West 1998)
					3. Wash. Rev. Code Ann. § 84.36.020 (West 2010)
					4. Wash. Rev. Code Ann. § 28A.235.170 (West 2008)
					5. Wash. Admin. Code §§ 246-780-001 et seq. (2010)
					6. Wash. Admin. Code § 16-461-010 (2009)","Wash. Rev. Code Ann. § 43.70.120 (West 1989); Wash. Rev. Code Ann. § 43.70.700 (West 2008); Wash. Rev. Code Ann. §§ 15.17.030, 15.64.060 (West 1998)",0,0,0,0,0,1,1,0,0,NCSL,"Statute exempts requirements of Fresh Fruit Sales Limitation Act for fruits sold on contract to government.  Waives inspection requirements to the sale and transport of fruits and vegetables to a fruit or produce stand or farmer’s market in a quantity specified by rule.  Provides a property tax exemption on real and personal property owned by a nonprofit organization, association or corporation that is used for a farmer’s market. Creates Washington Grown Fresh Fruits and Vegetable Grant Program “to facilitate consumption of Washington grown nutritious snacks in order to improve student health and expand the market for locally grown fresh produce.”  Regulation authorizes Farmer’s Market Nutrition Program to allow WIC participants to have access to locally grown fresh, nutritious, unprepared fruits and vegetables and expand the awareness and use of farmer’s markets and the Electronic Benefit Transfer system.",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
WA,state,1998,,1998,Statute,Law,"1. Wash. Rev. Code Ann. § 15.21.070 (West 1965)
					2. Wash. Rev. Code Ann. § 15.17.213 (West 1998)
					3. Wash. Rev. Code Ann. § 84.36.020 (West 2010)
					4. Wash. Rev. Code Ann. § 28A.235.170 (West 2008)
					5. Wash. Admin. Code §§ 246-780-001 et seq. (2010)
					6. Wash. Admin. Code § 16-461-010 (2009)","Wash. Rev. Code Ann. § 43.70.120 (West 1989); Wash. Rev. Code Ann. § 43.70.700 (West 2008); Wash. Rev. Code Ann. §§ 15.17.030, 15.64.060 (West 1998)",0,0,0,0,0,1,1,0,0,NCSL,"Statute exempts requirements of Fresh Fruit Sales Limitation Act for fruits sold on contract to government.  Waives inspection requirements to the sale and transport of fruits and vegetables to a fruit or produce stand or farmer’s market in a quantity specified by rule.  Provides a property tax exemption on real and personal property owned by a nonprofit organization, association or corporation that is used for a farmer’s market. Creates Washington Grown Fresh Fruits and Vegetable Grant Program “to facilitate consumption of Washington grown nutritious snacks in order to improve student health and expand the market for locally grown fresh produce.”  Regulation authorizes Farmer’s Market Nutrition Program to allow WIC participants to have access to locally grown fresh, nutritious, unprepared fruits and vegetables and expand the awareness and use of farmer’s markets and the Electronic Benefit Transfer system.",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
WA,state,2010,2020,2010,Statute,Law,"1. Wash. Rev. Code Ann. § 15.21.070 (West 1965)
					2. Wash. Rev. Code Ann. § 15.17.213 (West 1998)
					3. Wash. Rev. Code Ann. § 84.36.020 (West 2010)
					4. Wash. Rev. Code Ann. § 28A.235.170 (West 2008)
					5. Wash. Admin. Code §§ 246-780-001 et seq. (2010)
					6. Wash. Admin. Code § 16-461-010 (2009)","Wash. Rev. Code Ann. § 43.70.120 (West 1989); Wash. Rev. Code Ann. § 43.70.700 (West 2008); Wash. Rev. Code Ann. §§ 15.17.030, 15.64.060 (West 1998)",0,0,0,0,0,1,1,0,0,NCSL,"Statute exempts requirements of Fresh Fruit Sales Limitation Act for fruits sold on contract to government.  Waives inspection requirements to the sale and transport of fruits and vegetables to a fruit or produce stand or farmer’s market in a quantity specified by rule.  Provides a property tax exemption on real and personal property owned by a nonprofit organization, association or corporation that is used for a farmer’s market. Creates Washington Grown Fresh Fruits and Vegetable Grant Program “to facilitate consumption of Washington grown nutritious snacks in order to improve student health and expand the market for locally grown fresh produce.”  Regulation authorizes Farmer’s Market Nutrition Program to allow WIC participants to have access to locally grown fresh, nutritious, unprepared fruits and vegetables and expand the awareness and use of farmer’s markets and the Electronic Benefit Transfer system.",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
WA,state,2008,,2008,Statute,Law,"1. Wash. Rev. Code Ann. § 15.21.070 (West 1965)
					2. Wash. Rev. Code Ann. § 15.17.213 (West 1998)
					3. Wash. Rev. Code Ann. § 84.36.020 (West 2010)
					4. Wash. Rev. Code Ann. § 28A.235.170 (West 2008)
					5. Wash. Admin. Code §§ 246-780-001 et seq. (2010)
					6. Wash. Admin. Code § 16-461-010 (2009)","Wash. Rev. Code Ann. § 43.70.120 (West 1989); Wash. Rev. Code Ann. § 43.70.700 (West 2008); Wash. Rev. Code Ann. §§ 15.17.030, 15.64.060 (West 1998)",0,0,0,0,0,1,1,0,0,NCSL,"Statute exempts requirements of Fresh Fruit Sales Limitation Act for fruits sold on contract to government.  Waives inspection requirements to the sale and transport of fruits and vegetables to a fruit or produce stand or farmer’s market in a quantity specified by rule.  Provides a property tax exemption on real and personal property owned by a nonprofit organization, association or corporation that is used for a farmer’s market. Creates Washington Grown Fresh Fruits and Vegetable Grant Program “to facilitate consumption of Washington grown nutritious snacks in order to improve student health and expand the market for locally grown fresh produce.”  Regulation authorizes Farmer’s Market Nutrition Program to allow WIC participants to have access to locally grown fresh, nutritious, unprepared fruits and vegetables and expand the awareness and use of farmer’s markets and the Electronic Benefit Transfer system.",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
WA,state,2010,,2010,Statute,Law,"1. Wash. Rev. Code Ann. § 15.21.070 (West 1965)
					2. Wash. Rev. Code Ann. § 15.17.213 (West 1998)
					3. Wash. Rev. Code Ann. § 84.36.020 (West 2010)
					4. Wash. Rev. Code Ann. § 28A.235.170 (West 2008)
					5. Wash. Admin. Code §§ 246-780-001 et seq. (2010)
					6. Wash. Admin. Code § 16-461-010 (2009)","Wash. Rev. Code Ann. § 43.70.120 (West 1989); Wash. Rev. Code Ann. § 43.70.700 (West 2008); Wash. Rev. Code Ann. §§ 15.17.030, 15.64.060 (West 1998)",0,0,0,0,0,1,1,0,0,NCSL,"Statute exempts requirements of Fresh Fruit Sales Limitation Act for fruits sold on contract to government.  Waives inspection requirements to the sale and transport of fruits and vegetables to a fruit or produce stand or farmer’s market in a quantity specified by rule.  Provides a property tax exemption on real and personal property owned by a nonprofit organization, association or corporation that is used for a farmer’s market. Creates Washington Grown Fresh Fruits and Vegetable Grant Program “to facilitate consumption of Washington grown nutritious snacks in order to improve student health and expand the market for locally grown fresh produce.”  Regulation authorizes Farmer’s Market Nutrition Program to allow WIC participants to have access to locally grown fresh, nutritious, unprepared fruits and vegetables and expand the awareness and use of farmer’s markets and the Electronic Benefit Transfer system.",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
